0 0.1 222 0.253
1 0.07943282347242814 208 0.262
2 0.06309573444801933 103 0.251
3 0.05011872336272722 65 0.259
4 0.039810717055349734 43 0.255
5 0.03162277660168379 41 0.265
6 0.025118864315095794 42 0.277
7 0.01995262314968879 26 0.264
8 0.015848931924611134 33 0.275
9 0.012589254117941675 32 0.261
10 0.01 28 0.266
11 0.007943282347242814 27 0.264
12 0.00630957344480193 39 0.263
13 0.005011872336272725 29 0.252
14 0.003981071705534969 60 0.255
15 0.0031622776601683794 34 0.252
16 0.0025118864315095794 56 0.262
17 0.001995262314968879 63 0.251
18 0.001584893192461114 71 0.277
19 0.0012589254117941662 66 0.259
20 0.001 114 0.259
21 0.0007943282347242813 145 0.257
22 0.000630957344480193 171 0.254
23 0.000501187233627272 226 0.26
24 0.0003981071705534969 235 0.253
25 0.00031622776601683794 371 0.253
26 0.00025118864315095795 424 0.261
27 0.00019952623149688788 538 0.257
28 0.00015848931924611126 604 0.252
