0.0001 1 0.09375 6.0244637 0.08984375 4.293103
0.0001 2 0.1015625 4.1754465 0.08984375 3.1244495
0.0001 3 0.10546875 3.031212 0.08984375 2.3970928
0.0001 4 0.109375 2.3220098 0.0859375 1.9420043
0.0001 5 0.1171875 1.8804069 0.09765625 1.6552464
0.0001 6 0.125 1.6036596 0.10546875 1.4730829
0.0001 7 0.140625 1.4289184 0.12109375 1.3563397
0.0001 8 0.140625 1.317666 0.140625 1.2808131
0.0001 9 0.12890625 1.2461863 0.14453125 1.2314471
0.0001 10 0.125 1.1997877 0.15625 1.1988078
0.0001 11 0.13671875 1.1693075 0.16015625 1.176939
0.0001 12 0.13671875 1.1489921 0.16796875 1.162052
0.0001 13 0.125 1.1352053 0.16015625 1.151721
0.0001 14 0.125 1.1256344 0.15625 1.1443808
0.0001 15 0.1171875 1.1188002 0.1484375 1.1390162
0.0001 16 0.11328125 1.1137514 0.1484375 1.1349647
0.0001 17 0.109375 1.1098732 0.140625 1.1317914
0.0001 18 0.10546875 1.106767 0.14453125 1.1292095
0.0001 19 0.10546875 1.1041732 0.140625 1.1270287
0.0001 20 0.10546875 1.1019214 0.14453125 1.1251227
0.0001 21 0.10546875 1.0999004 0.14453125 1.1234066
0.0001 22 0.10546875 1.0980368 0.14453125 1.1218235
0.0001 23 0.10546875 1.0962822 0.14453125 1.1203353
0.0001 24 0.109375 1.0946051 0.14453125 1.1189158
0.0001 25 0.109375 1.0929834 0.14453125 1.1175474
0.0001 26 0.109375 1.0914034 0.14453125 1.1162182
0.0001 27 0.109375 1.0898556 0.1484375 1.1149197
0.0001 28 0.109375 1.0883336 0.1484375 1.1136461
0.0001 29 0.109375 1.0868332 0.1484375 1.1123939
0.0001 30 0.109375 1.0853515 0.1484375 1.1111596
0.0001 31 0.109375 1.0838864 0.1484375 1.109942
0.0001 32 0.11328125 1.0824366 0.1484375 1.1087394
0.0001 33 0.11328125 1.0810012 0.1484375 1.1075505
0.0001 34 0.11328125 1.0795791 0.140625 1.106375
0.0001 35 0.11328125 1.0781705 0.140625 1.1052121
0.0001 36 0.1171875 1.0767744 0.140625 1.1040612
0.0001 37 0.1171875 1.0753906 0.140625 1.1029226
0.0001 38 0.1171875 1.0740186 0.140625 1.1017954
0.0001 39 0.1171875 1.0726588 0.140625 1.1006794
0.0001 40 0.1171875 1.0713105 0.140625 1.0995747
0.0001 41 0.1171875 1.0699737 0.140625 1.0984809
0.0001 42 0.1171875 1.0686481 0.140625 1.0973979
0.0001 43 0.1171875 1.0673337 0.140625 1.0963259
0.0001 44 0.1171875 1.0660303 0.14453125 1.0952642
0.0001 45 0.1171875 1.0647376 0.14453125 1.0942127
0.0001 46 0.1171875 1.0634556 0.14453125 1.0931714
0.0001 47 0.1171875 1.0621842 0.14453125 1.0921403
0.0001 48 0.1171875 1.0609231 0.14453125 1.091119
0.0001 49 0.1171875 1.0596725 0.14453125 1.0901077
0.0001 50 0.1171875 1.0584319 0.14453125 1.0891061
0.0001 51 0.1171875 1.057201 0.14453125 1.088114
0.0001 52 0.1171875 1.0559802 0.14453125 1.0871314
0.0001 53 0.1171875 1.0547694 0.14453125 1.086158
0.0001 54 0.1171875 1.053568 0.1484375 1.0851939
0.0001 55 0.1171875 1.0523762 0.1484375 1.084239
0.0001 56 0.12109375 1.0511937 0.1484375 1.083293
0.0001 57 0.12109375 1.0500205 0.1484375 1.0823559
0.0001 58 0.12109375 1.0488565 0.1484375 1.0814273
0.0001 59 0.12109375 1.0477015 0.1484375 1.0805076
0.0001 60 0.12109375 1.0465554 0.1484375 1.0795965
0.0001 61 0.12109375 1.0454183 0.14453125 1.0786936
